instance_path;solver_seed;rotation;mirror_plates;faithful;round2disc;pricing;hybridization;aggressive_hybridization;hybridizations;first_borns_killed_by_hybridization;aggressive_hybridization_extra_vars;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;length_pe_after_pricing;length_cm_after_pricing;length_pc_after_pricing;qt_unreachable_plate_types;qt_reachable_extractions;qt_reachable_cuts;qt_reachable_plate_types;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;purge_unreachable_time;num_vars;num_constrs;num_nonzeros;enumeration_time;build_time;build_stop_reason;stop_reason;build_and_solve_time;root_node_value;root_node_time;obj_value;obj_bound;solution_value;solution_print_time;total_instance_time;total_file_time;run_ended_by_exception;extra_gc_time;run_total_time;run_time_spent_on_gc;this_data_file
../instances/wang20;1;0;0;0;1;none;0;0;0;0;0;385;1988;286;385;1988;286;0;385;1988;286;385;1988;286;0.000127071;2373;7425;6500;0.000772765;0.008625030517578125;BUILT_MODEL;MathOptInterface.OPTIMAL;0.038259029388427734;2721.0;0.03;2721.0;2721.0;2721;0.0013380050659179688;0.03959989547729492;0.039651927;false;0.095724845;0.137802152;0.094635298;./experiments_outputs/2022-03-08T00:53:43/jl_AgDO8n
../instances/CHL5;1;0;0;0;1;none;1;0;294;253;0;25;1349;185;25;1349;185;0;25;1349;185;25;1349;185;9.2104e-5;1384;4357;4052;0.000490781;0.023080110549926758;BUILT_MODEL;MathOptInterface.OPTIMAL;0.07946205139160156;395.530837;0.02;390.0;390.0;390;0.0012440681457519531;0.08070993423461914;0.080755631;false;0.096169815;0.179442339;0.095358976;./experiments_outputs/2022-03-08T00:53:43/jl_Al7J5o
../instances/gcut8;1;0;0;0;1;none;0;0;0;0;0;15595;18653;1423;15595;18653;1423;0;15595;18653;1423;15595;18653;1423;0.000866163;34248;104217;86256;0.01996906;0.10639691352844238;BUILT_MODEL;MathOptInterface.OPTIMAL;0.42615699768066406;245758.0;0.3;245758.0;245758.0;245758;0.014286994934082031;0.4404468536376953;0.440515829;false;0.103194491;0.545872792;0.107368086;./experiments_outputs/2022-03-08T00:53:43/jl_alfeKr
../instances/CHL5;1;0;0;0;1;none;0;0;0;0;0;25;1349;185;25;1349;185;0;25;1349;185;25;1349;185;9.1864e-5;1374;4317;3956;0.000430787;0.024950027465820312;BUILT_MODEL;MathOptInterface.OPTIMAL;0.06531810760498047;395.530836;0.01;390.0;390.0;390;0.0011589527130126953;0.06648087501525879;0.066529309;false;0.095703194;0.164726683;0.094943163;./experiments_outputs/2022-03-08T00:53:43/jl_alkh4p
../instances/cgcut3;1;0;0;0;1;none;1;1;1699;1238;73;383;1999;272;383;1999;272;0;383;1999;272;383;1999;272;0.000114717;2402;7518;7227;0.000929122;0.00890493392944336;BUILT_MODEL;MathOptInterface.OPTIMAL;0.13242506980895996;1919.16667;0.03;1860.0;1860.0;1860;0.0015840530395507812;0.13401198387145996;0.134172254;false;0.096840569;0.233256746;0.095620895;./experiments_outputs/2022-03-08T00:53:43/jl_atorbo
../instances/A4;1;0;0;0;1;none;0;0;0;0;0;1237;30898;1973;1237;30898;1973;0;1237;30898;1973;1237;30898;1973;0.001452034;32135;98398;93362;0.008894969;0.09036111831665039;BUILT_MODEL;MathOptInterface.OPTIMAL;2.7182400226593018;6248.55263;1.19;6179.0;6179.0;6179;0.013994932174682617;2.7322399616241455;2.732290114;false;0.103549795;2.838163407;0.104974156;./experiments_outputs/2022-03-08T00:53:43/jl_AVWjSo
../instances/A5;1;0;0;0;1;none;0;0;0;0;0;825;44936;2523;825;44936;2523;0;825;44936;2523;825;44936;2523;0.008497875;45761;139826;133964;0.01280804;0.14954495429992676;BUILT_MODEL;MathOptInterface.OPTIMAL;3.6000289916992188;13092.95;1.71;12985.0;12985.0;12985;0.01955890655517578;3.619594097137451;3.619644487;false;0.107043049;3.729104088;0.113367815;./experiments_outputs/2022-03-08T00:53:43/jl_B9whUp
../instances/gcut10;1;0;0;0;1;none;1;1;890;839;0;809;890;164;809;890;164;0;809;890;164;809;890;164;6.8099e-5;1719;5361;4379;0.002578153;0.008790969848632812;BUILT_MODEL;MathOptInterface.OPTIMAL;0.034024953842163086;931465.75;0.02;903435.0;903435.0;903435;0.0009810924530029297;0.035008907318115234;0.035174915;false;0.094908;0.132156423;0.09413144;./experiments_outputs/2022-03-08T00:53:43/jl_be1AAs
../instances/Hchl9;1;0;0;0;1;none;0;0;0;0;0;3022;33636;1975;3022;33636;1975;0;3022;33636;1975;3022;33636;1975;0.001317889;36658;111984;105206;0.010050422;0.1236569881439209;BUILT_MODEL;MathOptInterface.OPTIMAL;2.9365100860595703;5277.53592;1.28;5240.0;5240.0;5240;0.016023874282836914;2.9525370597839355;2.952597021;false;0.105145924;3.060011438;0.107451768;./experiments_outputs/2022-03-08T00:53:43/jl_BnUIcs
../instances/okp1;1;0;0;0;1;none;0;0;0;0;0;92;91949;3167;92;91949;3167;0;92;91949;3167;92;91949;3167;0.003015809;92041;279305;272956;0.020705343;0.2568938732147217;BUILT_MODEL;MathOptInterface.OPTIMAL;4.424154996871948;28055.1667;2.69;27589.0;27589.0;27589;0.039566993713378906;4.463728904724121;4.463777877;false;0.11495314;4.581059723;0.130111806;./experiments_outputs/2022-03-08T00:53:43/jl_bTcNJo
