instance_path;rotation;mirror_plates;faithful;round2disc;pricing;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;length_pe_after_pricing;length_cm_after_pricing;length_pc_after_pricing;qt_unreachable_plate_types;qt_reachable_extractions;qt_reachable_cuts;qt_reachable_plate_types;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;purge_unreachable_time;num_vars;num_constrs;num_nonzeros;enumeration_time;build_time;build_stop_reason;stop_reason;build_and_solve_time;root_node_time;obj_value;obj_bound;solution_value;solution_print_time;total_instance_time;total_file_time;run_ended_by_exception;extra_gc_time;run_total_time;run_time_spent_on_gc;this_data_file
../instances/G2CSP/CLASS/cl_04_080_05;1;1;0;1;none;100;246784;4938;100;246784;4938;0;100;246784;4938;100;246784;4938;0.015912571;246885;745666;735615;0.07429833;0.867499828338623;BUILT_MODEL;MathOptInterface.TIME_LIMIT;3600.0338819026947;72.33;4.0;3.0;4;0.1139531135559082;NaN;NaN;true;0.116758899;3600.294900231;0.189878042;./experiments_outputs/2021-06-10T02:37:09/jl_a7re5F
../instances/G2CSP/CLASS/cl_03_080_10;1;1;0;1;none;227;14157;740;227;14157;740;0;227;14157;740;227;14157;740;0.000709975;14385;43971;42198;0.005592038;0.0644080638885498;BUILT_MODEL;MathOptInterface.OPTIMAL;15.383539915084839;0.28;18.0;18.0;18;0.012437105178833008;15.395980834960938;15.39633148;false;0.102370577;15.500876367;0.099399656;./experiments_outputs/2021-06-10T02:37:09/jl_AAbtsF
../instances/G2CSP/CLASS/cl_10_040_01;1;1;0;1;none;97;223094;4495;97;223094;4495;0;97;223094;4495;97;223094;4495;0.008004803;223192;674109;665030;0.060213322;0.775947093963623;BUILT_MODEL;MathOptInterface.OPTIMAL;1291.1977379322052;22.46;8.0;8.0;8;0.09256601333618164;1291.2903099060059;1291.290613912;false;0.110400037;1291.403300332;0.172039344;./experiments_outputs/2021-06-10T02:37:09/jl_aDFgRG
../instances/G2CSP/CLASS/cl_06_080_09;1;1;0;1;none;296;6510238;43600;296;6510238;43600;0;296;6510238;43600;296;6510238;43600;0.254864529;6510535;19575282;19487817;1.947156024;22.188551902770996;BUILT_MODEL;MathOptInterface.TIME_LIMIT;3601.543012857437;3577.98;20.0;0.0;20;2.8024330139160156;NaN;NaN;true;0.589704075;3604.965458877;3.399548243;./experiments_outputs/2021-06-10T02:37:09/jl_aEwokG
../instances/G2CSP/CLASS/cl_03_100_05;1;1;0;1;none;112;15539;777;112;15539;777;0;112;15539;777;112;15539;777;0.000765861;15652;47826;46088;0.006337721;0.06710100173950195;BUILT_MODEL;MathOptInterface.OPTIMAL;3.2356061935424805;0.33;20.999999903979166;20.999999903979166;21;0.013348817825317383;3.2489590644836426;3.249305731;false;0.102058468;3.35352285;0.098961278;./experiments_outputs/2021-06-10T02:37:09/jl_AiVjLF
../instances/G2CSP/CLASS/cl_10_060_09;1;1;0;1;none;296;210606;4374;296;210606;4374;0;296;210606;4374;296;210606;4374;0.015318398;210903;637140;628072;0.061870164;0.7412431240081787;BUILT_MODEL;MathOptInterface.TIME_LIMIT;3600.023941040039;29.81;9.0;8.0;9;0.09739208221435547;NaN;NaN;true;0.113643652;3600.265346331;0.176891296;./experiments_outputs/2021-06-10T02:37:09/jl_ajiDgF
../instances/G2CSP/CLASS/cl_08_040_04;1;1;0;1;none;711;49628;1674;711;49628;1674;0;711;49628;1674;711;49628;1674;0.009167003;50340;152732;148946;0.014262388;0.18016886711120605;BUILT_MODEL;MathOptInterface.OPTIMAL;15.040586948394775;1.4;11.0;11.0;11;0.02296900749206543;15.063560962677002;15.063979065;false;0.113602354;15.180757128;0.116158747;./experiments_outputs/2021-06-10T02:37:09/jl_amOOTI
../instances/G2CSP/CLASS/cl_01_100_04;1;1;0;1;none;45;271;54;45;271;54;0;45;271;54;45;271;54;4.0166e-5;317;1048;851;0.000345906;0.022233009338378906;BUILT_MODEL;MathOptInterface.OPTIMAL;0.02936410903930664;0.0;30.0;30.0;30;0.004990816116333008;0.034358978271484375;0.034694166;false;0.098838395;0.13577961;0.098184285;./experiments_outputs/2021-06-10T02:37:09/jl_ao21AH
../instances/G2CSP/CLASS/cl_06_080_06;1;1;0;1;none;353;6348546;43262;353;6348546;43262;0;353;6348546;43262;353;6348546;43262;0.302402463;6348900;19090040;19003264;1.904086461;20.962363958358765;BUILT_MODEL;MathOptInterface.TIME_LIMIT;3601.4923861026764;3579.2;23.0;0.0;23;2.6617259979248047;NaN;NaN;true;0.60307038;3604.787183347;2.96154317;./experiments_outputs/2021-06-10T02:37:09/jl_aqP5HG
../instances/G2CSP/CLASS/cl_01_040_10;1;1;0;1;none;26;263;53;26;263;53;0;26;263;53;26;263;53;4.1618e-5;290;947;791;0.000288848;0.01956009864807129;BUILT_MODEL;MathOptInterface.OPTIMAL;0.024993181228637695;0.0;11.0;11.0;11;0.0021979808807373047;0.027194976806640625;0.02748693;false;0.098705708;0.128427474;0.098148724;./experiments_outputs/2021-06-10T02:37:09/jl_ARF7MI
